,DT_reg,boardContent,vocCode,anpath,adcode,adcode_b
2551,2021.4.29 0:00,"후관리와 상담때 늘 꼼꼼히 도와주셔서 감사합니다!!
지난주랑 이번주에 원장님께 식단 일기 점수를 못 받았어요ㅠㅠ 혹시 누락됐는지 확인 부탁드려도 될까요? 늘 감사합니다!! 하트하트",불만,성공기(온),실천지수 누락,시스템
2570,2021.4.28 0:00,"이번 방문 시 약 처방을 위해 진료를 보러 3번 방에 들어갔으나 지난번 처방받은 약이 조금 남아있어 다음 내원 진료 시 약 처방을 받기로 했습니다.

그 뒤 원장님은 말없이 저를 가만히 쳐다보기만 하였고 그 상태로 시간은 흘렀습니다.

당시 저는 끝인가요? 나가면 되나요?라고 묻고 나왔고,
기분이 매우 불쾌했습니다.

진료를 보던 와중 애매한 말로 대화를 종료하고 모든 진료가 끝이 났다면 이제 진료가 끝났다고 나가셔도 좋다는 말을 해야 한다고 생각되고, 
제가 왜 굳이 저런 번거로운 질문을 했어야 했는지 의문이며 왜 가만히 쳐다만 보고 있었는지도 궁금하네요.

저는 이 원장님에게 이번 포함 총 3번 진료를 보았고, 앞서 받은 진료 두 번 모두 친절하셔서 너무 좋았는데 이번 진료는 앞 두 번의 기억이 필요 없을 정도로 굉장히 불쾌했습니다.

고객 만족도 평가 설문에 대해 중요하게 생각하시는 것 같은데 이 내용 확인 하신다면 제가 의문인 내용에 대한 답변 주시길 바랍니다.",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2580,2021.4.28 0:00,"잘 안빠져서 속상해서 불만,,ㅠㅠㅠㅠㅠㅠ",불만,성공기(온),"시술 후 결과 불만족,요요",시술
2581,2021.4.28 0:00,너무 오래 기다렷어요ㅠㅠ,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
2582,2021.4.28 0:00,상담을담에는꼭했으면좋겠네여~~,불만,고객만족도조사(설문),직원 기타,직원
2583,2021.4.28 0:00,"수술하고 만족스럽지 못한부분이 있어 재수술을 하기로 했는데 대부분의 직원분들은 아니지만 한분이 굉장히 대충 대충으로 대응을 하시더라구요. 처음 수술할땐 그렇게 다들 친절만 하시더니,  저도 수술 한번에 잘되서 다시 가고싶지 않습니다. 수술잘 안된부분 따지고 싶고 큰소리 치고 싶어도 대부분 잘 응대해주시고 다시 해주신다고 하니 최대한 좋게 생각하려 하는데 약간 무시하듯이 너수술잘못된거 내탓아니잖아? 라는듯한 느낌으로 말하는데 진짜 속 뒤집어지더라구요. 그래도 그래도 진심 아닐거라고 생각하고. 만족도 조사에 남기지 않았는데 답답해서 의견이라도 남겨봅니다. 사람 많이 유치해서 수술한다고 좋은 병원 아닙니다.  모든직원이 끝까지 책임있는 태도 보여줬으면 좋겠습니다. 속상한마음에 말이 길어졌네요. ",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2584,2021.4.28 0:00,대기자가 별로없는데 오래기다려야하고 진료는 1분도 안보는듯한데 너무 오래 기다렸네요,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
2585,2021.4.28 0:00,"마취 다 깨고 정신 차려보니 오른팔에 손으로 세게 잡은 멍은 생겨있더라구요 
그리고 뭔지 모를 빨간점같은 멍도 두개 있고요
혹시 세게 잡아서 옮기신건지 수술부위 외의 몸이 좀 아팠습니다 ",불만,고객만족도조사(설문),직원 기타,직원
2586,2021.4.28 0:00,오늘 상담은 따로 없어서 평가할게 없네요 오늘 시술은 제일 안좋았네요 일단 배드에 누워서 시술자분 오시기전에 주사기에 들어 있는 메조 용량 6미리 안들어 있고  5.5미리 들어있었고 제가 집중적으로 해달라는 부위에 많은 용량은 해주시지도 않으셨어요 지난주 서면점에서 너무 만족했는데 해운대점 실망입니다 용량 사진 찍어둘껄 그랬어요 직원분 들어오시길래 크게 차이나는 것도 아니라서 말안하고 넘어갔는데 365에서 용량을 제대로 안해주시다니요..,불만,고객만족도조사(설문),시술자 스킬부족,시술
2587,2021.4.28 0:00,토닝 원장님이 남자분이시라서 전에 관리 받을때는 다 수건으로 최음부털 가려주셨는데 오늘은 다 공개하고 진행해서 조금 불편했었습니다ㅠㅠ..  그거말고는 직원분분들 항상 다 친절하시고 어느병원과 비교해도 죄송할정도로 친절하시고  제일 우수하세요!,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2588,2021.4.28 0:00,"항상 친절하시고 너무너무 좋은데
시술해주시는 직원분들에 따라 관리 해주시는 시간이라던지 방법??과정??이라던지 너무 차이가 나요ㅠㅠ ",불만,성공기(온),시술자 스킬부족,시술
2607,2021.4.27 0:00,"개선되어야 할 점: 긴 대기시간, 불필요한 원장님의 방문",불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
2608,2021.4.27 0:00,상담시 너무나 오래 기다립니다,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
2609,2021.4.27 0:00,"불편한 얘기 첨 써봅니다. 
365에서 여러해동안 이번까지 람스 3번에 후관리 계속받아보고 이런경우는또 처음인지라.... 
굳이 이 말은 후관리때 걸리는 시간이나 루트랄까요 어떻게 진행되는지 여러번 겪어봐서 그걸 토대로 쓰는거에요.
제 성격이 다 걍 좋아라하는 타입이라 불리해도 왠만하면 손해보고 마는데요.

오늘 후관리 2회차 받으러 갔는데 카복시 하고 메조맞을 찰나 잠깐만요 하고 나가시더니 한~참을 안들어오시더라구요. 
그래서 무슨일인가 기다리고있던중 옆배드에 새로운사람이 와서 누웠는데  같은샘이 그 받는분하고 농담, 안내 다 주고받으며 마무리까지 다 끝내고 저한테 다시오더라구요. 첨엔 같은샘인줄 모르다가 너무 한참 방치되다시피 있는게 갈수록 기분이 안좋아지다가 오히려 샘한테 무슨일있나 걱정되던찰나에 바로옆사람 끝나자마자 옆에서 커튼 젓히고 들어오는데 좀 어이 없었습니다.  좀 기분이 그래서 제가 오랬동안 어디갔다오셨냐고 한참기다렸어요 빨리해주세요 했더니 긴장하신건지 메조도 �i기듯이해주고. 메조 놓자마자 소독솜으로 쓱쓱 다됐다며...하....왜 저는그게 대충으로 느껴질까요. 

굳이 이해 해보자면 
카복시가 아프니 잠깐쉬라고 배려하신걸까요? 그럴거면 차라리 물어보시던지요.정황모르게 얼마를 기다려야하는지 모르는 상황에서 제가 추론을 해야하는게 맞는건지, 
옆베드에서 안내할거 마무리까지 다해주고 다시 오는게 기분 나쁘게 느껴지는 제가 이상한걸까요.
아니면 원래그럴 수 있는 경우를 제가 처음겪은걸까요.
메조 놓는거 얼마나 걸린다고 안버려도 될 시간을 왜 ..
무튼 받으면서도 후기 오늘은 이 얘기 써야겠다고 생각하면서 나왔네요.",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2610,2021.4.27 0:00,"너무 기다리길래  데스크가서 물어보니까 그제서야 시술 받았는데 
시술해주는 선생님이 이름을 몇번이나 불렀는데 다른 사람이 대신 시술 받았다고 대답했다고 하시더라구요 , 
병원 방문이 6번째인데 호명한 환자가 맞는지 확인 안한 선생님은 처음이었어요 ",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2611,2021.4.27 0:00,염증,불만,홈페이지,수술 기타,수술
2612,2021.4.27 0:00,주차타워거 너무 불편해요ㅠㅠ30분이나 기다렸어요.저는 람스를 생각하고 방문했는데 지방흡입이랑 가격차도 있고 지방흡입이 람스보다 지방을 빼내는 %율 얘기를 듣고나니 망설여지더라구요ㅠㅠ,불만,고객만족도조사(설문),"주차 불편,불만",시설
2613,2021.4.27 0:00,"전부 친절하세요~다만 메조하고 지혈 한번더 해주신다고 기다리라고하셔서 기다리는데 안오셔서 기다리다가 혼자집에갔네요.,^-^;;",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2614,2021.4.27 0:00,담당원장님이 말도없이 바껴서 상태에 대해 잘 모르시니 다시 설명하고해야하네요 바뀌는걸 미리 알려주셨으면 합니다 ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2615,2021.4.27 0:00,상담은 다른분이 해주셔서 평가 대상이 아니라 솔직하게 점수를 주었고 체외 충격파 시술담당자는 시슬강도가 너무 약했어요~,불만,고객만족도조사(설문),시술자 스킬부족,시술
2616,2021.4.27 0:00,접수할때 좀 지연이 많이 �獰向楮�. 개선부탁 드립니다 ,불만,성공기(온),"대기 불만(대기시간, 대기공간 등)",대기
2617,2021.4.27 0:00,"솔직한 말씀을 해주셔서 확실히 알수 있었습니다
어느정도 빠지고 얼마나 붓는지 알수있었고 설명을 확실히 해주셔서
좋았습니다 추후 관리 말씀을 안해주셔서 어떻게 해야되는지 몰라 다시 문의드렸는데 추후 관리까지 해주셨으면 좋았을텐데 제가 급하게 가야되는 바람에 말씀을 못해주셧던거 같습니다 ",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2618,2021.4.27 0:00,오늘 담당자분은 다른분들에 비해 불친절하셨음. 지압봉 줄 때 손소독제 주는 것 잊었음.. ,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2619,2021.4.27 0:00,"천안까지 가야해서 시술후 감아주신  허벅지압박붕대가
약국을 나와 몇걸음 안가 밑으로 주루룩  ㅠㅠ
내 튼실한 허벅지를 탓해야하는건지..
급하게 건물안으로 들어가서 걍 벗어버렸네요.",불만,고객만족도조사(설문),직원 기타,직원
2620,2021.4.27 0:00,상담선생님은 앞에 환자 없는데도 안부르시길래 제 차트 보시면서 준비하는줄  알았어요 근데 준비없이 저 들어갈때부터 차트 보시더라고요. 준비되지 않은 느낌들어 기분나빴어요. 전문적이지 못한 느낌. 사실 첫 상담때도 그랬는데 오늘 다시 그런 느낌이라 기분이 좋지 않네요.. ,불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2621,2021.4.27 0:00,누락된 관리 내역  알아서 체크 해주시면 좋겠어요~,불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2622,2021.4.27 0:00,"1,2차 시술 때는 용액 넣어서 통증나면 팔 쳐주시고 했는데 이번 쌤은 오히려 용액을 더 빨리 넣어서 넘 고통스러웠어요...담주 마지막 회차인데 신경 써주셨으면 합니다.",불만,고객만족도조사(설문),시술자 스킬부족,시술
2623,2021.4.27 0:00,식욕억제제 약을 바꿔주지않고 진료받을  이유그닥,불만,고객만족도조사(설문),약처방,시스템
2661,2021.4.26 0:00,"상처 자국이 옅어지거나 사라지지않는것 같습니다
시간이 지나며 옅어 진다고 하였으나 그런것 같지않아 
많이 불편한데요ㅜ 수술자국을 지울수 있는 다른 방법이 있을까요?",불만,홈페이지,"수술 후 부작용문의(뭉침, 착색,흉터)",수술
2662,2021.4.26 0:00,후관리받을때 속옷까지 탈의하게되는데 시술받기 편한복장의 옷이나 이런걸로 입고서 시술받을수있으면 좋겠어요..팔부분이라 가슴까지 내놓고 수건으로만 가리고 받으니 약간 민망하더라구요..,불만,고객만족도조사(설문),시술 기타,시술
2663,2021.4.26 0:00,"저를 담당하던 매니저가 아닌 다른분이 (유우리) 상담해주실때 담당메니저가 아니라서 그런지 퇴근시간다가오니 너무 대충 설명하는 부분이 마음에 안들었음. 부위 추가하려고 하는데 그부분만 자기 이름으로 올리는 거도 마음에 안들었음, 상담은 대충하는데. 나중에 담당 매니저한테 올리라고 시킴. 
이성훈 원장님 다 괜찮았는데 파랑복대를 얼마나 착용해야되는지 자세한 설명이 안이루어졌음. ",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2664,2021.4.26 0:00,진료원장님 짱친절하신데 매번 주사를 너무 아프게 놔요ㅠㅠㅠㅠ,불만,고객만족도조사(설문),직원 기타,직원
2665,2021.4.26 0:00,원장님 진료를 못 받았어요ㅠㅠ,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
2666,2021.4.26 0:00,외래 진료 시간을 정확히 공지 해 주시면 좋겠네요,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
2667,2021.4.26 0:00,마지막시간 시술 후 회복시간엔 움직임이나 정신이 편하지 않으니 미리 약처방을 받아 두었으면 합니다. 제가 마치고 나니 약국들이 문을 닫아 살 수가 없었고 다른 약국엔 준비되어 있지 않은 약들이 있어 쌩으로 하루넘게 아~~주 힘들었습니다,불만,고객만족도조사(설문),약처방,시스템
2668,2021.4.26 0:00,채혈해주시는 선생님.....ㅠㅠ 제 혈관은 참 좋은혈관인데.......조금만 더 연습하시면 fail 안하실거에요 화이팅....!!,불만,고객만족도조사(설문),시술자 스킬부족,시술
2669,2021.4.26 0:00,돈이 너무 아까웠습니다 후관리 받은것 같지도 않고 전에 다니던 강남본점과 너무 비교가 되네요.. 선생님들 다 너무 친절 하셔서 지점을 옮겨서 체외충격파 받았을때 솔직히 마음에 들지 않았지만 만족도 평가를 10점 드리고 그냥 아무말 하지 않았어요 두번째는 그나마 괜찮았습니다 하지만 세번째는 정말 받은것 같지도 않게 돈이 너무 아깝네요 앞으로도 후관리를 꾸준히 받을생각이 있고 엄마까지 데려와서 시술을 받게 했는데 이런식이면 곤란하네요 한두푼도 아니고 돈이 너무 아까워요 ,불만,고객만족도조사(설문),시술자 스킬부족,시술
2670,2021.4.26 0:00,"집으로 돌아가는 길에 어지러워서 속이 메스껍더라구요
시술 전 후로 물을 충분히 먹을 수 있으면 좋겠습니다

주의사항에 있어서 물을 마시고 갔지만 부족했나봅니다..
코로나 때문인 건 알지만 병원 내 정수기가 안돼서 
시술 전후로 물을 마시고 싶었는데 아쉽네요ㅠ",불만,고객만족도조사(설문),환경기타,시설
2671,2021.4.26 0:00,"무한람스 결제시, 최종 시술후 몇바틀 이하로 확인될 경우 차액 재결제
해준다는 사전 설명이 조금더 자세히 이뤄지면 좋겠음",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2672,2021.4.26 0:00,허벅지(2017)람스 시술 후 피부가 푹 꺼지는 (유착)부작용으로 인해 재시술을 받았습니다. 시간이 지나면 올라온다고 하셨는데 아직도 푹 파인듯이 꺼져있습니다. 재시술 효과가 없어요,불만,홈페이지,시술 후 부작용(착색 ),시술
2673,2021.4.26 0:00,채팅상담은 너무불친절해요,불만,홈페이지,"응대 태도(불친절, 무관심등)",직원
2678,2021.4.25 0:00,아파요...ㅠㅠ ,불만,고객만족도조사(설문),"수술 후 증상(멍,붓기,통증 )",수술
2679,2021.4.25 0:00,"너무아파요ㅜㅜ지방많이빼서그런거겠죠
붓기랑 유지관리잘할게요
많은관심부탁드려요 감사합니다",불만,고객만족도조사(설문),"수술 후 증상(멍,붓기,통증 )",수술
2680,2021.4.25 0:00,대기시간이 길어지면 미리 말해주셨으면 좋겠습니다,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2681,2021.4.25 0:00,의사별로.,불만,고객만족도조사(설문),직원 기타,직원
2682,2021.4.25 0:00,"수술전에 부위 전체를 할지 미니로할지가 걱정돼서 상담하는 중에, 제 몸상태에 대한 정보를 충분히 주기보단 결정에 대한 책임을 고객에게 전가시키는 느낌을 줬습니다. 퇴근시간 앞두고 가서 그런건가요..?^^ 대화를 끝까지 듣기보다는 알아서 해라 식의 퉁명스러운 톤이, 다른 지점의 친절한 매니저님들과는 다른것 같았습니다. 매니저님 추천대로 허엉무힙 전체 다 하기로 하긴 했지만 원장님도 디자인할때 굳이..? 다 할필요가 없다는 식으로 말씀해주실 정도였는데, 정확한 정보 주지 않으신점 불만족 합니다.",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2683,2021.4.25 0:00,메조지분주사 시술전 얼음팩을 주사놓을 부위 위주로  잘 닿게 해주시면 덜 아플것같아요,불만,성공기(온),시술자 스킬부족,시술
2700,2021.4.24 0:00,진료원장님은 이번에 처음 보는데 대충봐주시는느낌이었어요 ㅋㅋㅋ,불만,고객만족도조사(설문),직원 기타,직원
2701,2021.4.24 0:00,"항상 친절하게 응대해주셔서 기분이 좋아요 ㅎㅎ
다만 불편했던점은, 분명 상담 당시 cctv 부재에 대한 걱정을 해소시켜주기 위해 보호자 수술 참관이 가능하다 라고 안내를 받고 안심하고 수술을 결정을 하게 되었어요 (타 병원 견적으대비 100만원 이상 차이나는 비용이지만 안전성만큼은 확실하다는 신뢰가 생겼기때문에 개인적으로 아주 큰 결심이었습니다)
그런데 오늘 다시 들어보니, 수술시작후 20분까지만 참관이 가능하다는 이야기를 들었고, 이는 cctv부재에대한 걱정을 전혀 해소시켜줄수 없는 무색한 의미였기때문에 무척이나 당황스러웠고 기분이 나빴어요.  물론 이후 수술 전체시간동안 참관할 수있도록 조취를 취해주시는걸로 마무리가 되었으나 불편한 마음은 가시지가 않네요
또 수술 전체 시간동안 참관 가능하도록 조취를 취해주겠지만 수술 당일  동의서에는 20분동안 참관이 가능하다는내용은 동일하게 동의서명해야한다며 안내해주시는데, 납득이 가지 않았으나 우선 알겠다는 의사를 표하고 돌아왔습니다. 

저는 365mc 상담 전에 5군데를 돌아보고 이후 3군데 추가 상담예정이었으나, 친절한서비스와 신뢰가가는 시스템, 의료진으로 당일에 수술 계약을 결정했던지라, 첫 상담과 다른 안내사항에 무척 당혹스러운 경험이었습니다
",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2702,2021.4.24 0:00,"당연히 제가 챙겨야 되는 부분이긴 한데, 마지막 예약 전 주에 마지막 예약이면 미리 알려주시면 조금 더 좋을 것 같아요 ㅠ.ㅠ 오늘 마지막 예약인지 몰라서 뒷 일정을 급하게 잡아서.. 결국 마지막 상담을 못했네요 ㅠ.ㅠㅠㅠㅠ",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2703,2021.4.24 0:00,대기시간이 너무 길었어요.....,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
2704,2021.4.24 0:00,"담당 의사선생님이 이야기없이 변경되어있어서 조금 당황했지만 선생님을 믿고 람스를 진행했습니다. 결론적으로는 너무 꼼꼼하고 설명도 잘해주셔서 만족합니다. 

람스받고 추웠는데 가운을 따뜻하게 해놓고 핫팩도 챙겨주는 세심함에 감동 받았습니다. 

",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2705,2021.4.24 0:00,혈관주사 4방 ㅠㅠ너무아팟네용 힝,불만,고객만족도조사(설문),시술자 스킬부족,시술
2706,2021.4.24 0:00,수술에대한 거부감이 좀 있었는데 생각보다 편하게 상담해주셔서 감사합니다! 단지 수술할 원장님과 상담없이 바로 수술날짜를잡고 계약금까지 날아가라는 시스템은 아쉬워요! 원장님 수술이 많아서 그렇겠지만 당일날 상담하고 바로 수술들어가는건 좀 무섭긴해요! 나머지 상담해주시거나 안내해주시는 직원분들은 친절해서 좋았습니다! ,불만,고객만족도조사(설문),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
2707,2021.4.24 0:00,접수팀이 좀더 꼼꼼하게 일했으면 좋겠어요 전반적으로 정신없고 처방전도 잊으시고 .. 한사람만 멀티고 나머지는 다 신입인가요?,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2708,2021.4.24 0:00,너무이상해졌어요 365mc 점점서비스가이상해지고잇어요 ;; 말안해도 아시겠죠?,불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
2722,2021.4.23 0:00,저번주  목욜 갔을때  람스해주신 원장님 휴무시라고 해서 다른 원장님 뵙고 왔어요 항상 목욜 휴무시라고 하셔서 다른 요일날 옴 원장님 진료 가능하다고 해서 금욜로 갔는데 ㅠ  람스중이라고 다른 원장님 굅고 왔네요 그전주에  예외란걸 설명해주셨음 ~~~암튼 쩜 기분이 그랬어요 안내받은게 없어서,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2723,2021.4.23 0:00,대기 시간이 짧았으면 합니다,불만,성공기(온),"대기 불만(대기시간, 대기공간 등)",대기
2724,2021.4.23 0:00,시술 받은 부위들에서 피가 났어요. 지금까지 후관리 받으면서 시술 부위에 핏자국 맺힌거 처음봐서 엄청 당황스러웠습니다. 옷 입고 걸을 때 시술부위 스쳐서 좀 따가운데 이런적이 처음이라 당황스러워욤......,불만,고객만족도조사(설문),시술자 스킬부족,시술
2725,2021.4.23 0:00,"시술 베드가 좀 청결했으면 합니다. 
머리쪽만 패드를  깔아주시는데 아래쪽에 약물인지 혈액인지 뭐인지는 모르겠지만 동그랗게 묻어 있어 살짝 만져보니 축축하더라고요. 
직접 살에 닿는 부분이고 시술 중 피가 묻어 나올 수 있는데 시술 부위에는 일회용 천을 깔아두지 않고 그대로 진행하는게 좀  이해가 안돼네요. 
더군다나 요즘 같은 때에 ...
불쾌하고 찝ㅂ했지만 그냥 받고 나왔습니다. ",불만,고객만족도조사(설문),"청결,비위생",시설
2726,2021.4.23 0:00,데스크 많이 바쁘신건 알지만 어디서 인사해주시는지는 알게 보고 인사해주셨음 좋겠어요 ㅠㅠ 이수경 매니저님은 항상 밝게 두 눈 마주보고 대화해주셔서 감사합니당 아 물론 원장님두요!,불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2727,2021.4.23 0:00,"냉동치료 하다가 멍이 다시 들어서 조금 많이 고통스럽네요 다음에 방문할땐 한혜원 매니저 피해서 배정해주세요. 
처음 내원했을때 매주 성공기 작성해서 실천지수 받을수 있다고 얘기 안해주신것 같은데. 덕분에 2주치 성공지수 날렸고. 
오늘 첫 부위 시술하다가 아파서 다른 선생님이 오셔서 다른부위에 해주셔서 겨우겨우 받고 귀가 했습니다",불만,고객만족도조사(설문),시술자 스킬부족,시술
2728,2021.4.23 0:00,관리 대기시간 너무 길었어요 ㅠㅠ,불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
2729,2021.4.23 0:00,관리선생님 템포가너무빨라요 오일바를때도 기기관리할때도요 ,불만,고객만족도조사(설문),시술자 스킬부족,시술
2730,2021.4.23 0:00,시술 후 결과 사진 요청드렸는데 늦어서 아쉽습니다 ㅜㅜ,불만,고객만족도조사(설문),직원 기타,직원
2731,2021.4.23 0:00,후관리 비용이 너무 부담이 돼요... 포인트 열심히 모으고는 있는데 잘 안되니 히뜨네요,불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
2750,2021.4.22 0:00,"람스시술후 3주만에 처음으로 시�D해주신 이현준원장님과 상담했네요. 무한람스 불만족으로 상담했으나 아직 뭉침현상이 덜 빠진 상태라고 3개월 지켜보자고  하시는데 3개월 안에 다 빠지면서 사이즈가 줄어 리터치하는 경우가 없었으면 합니다. 식단관리,하루운동2시간, 시술부위 고주파.초음파 관리해 3주만에 2키로 감량했는데 허벅지 사이즈는 줄지 않고 복부 사이즈만 줄고 있네요. 후관리 받을때마다  사이즈를 재는데 그분들이 재면 사이즈가 줄고 제가 재면 사이즈가 똑같을까요?
시술하면 끝나는건지 고객의 시술 부위 불만을 계속 관리 하는지
궁금하네요.",불만,고객만족도조사(설문),"시술 후 결과 불만족,요요",시술
2751,2021.4.22 0:00,"대구점 이도경선생님께서 하나하나 친절하게 설명해주셔서 후관리시술너무잘받고왔는데요, 하나 아쉬운점은 후관리때는 시술받을수있도록 옷을 갈아입는걸 안도와주고 그대로 속옷까지 탈의하고 받도록해서 민망했습니다..^^;",불만,성공기(온),"응대 태도(불친절, 무관심등)",직원
2752,2021.4.22 0:00,메조 체외충격파 관리뿐이여서 아쉬움 ,불만,성공기(온),"기타(이벤트, 비용불만, 예약제 불만, 메일 오류등)",기타
2753,2021.4.22 0:00,"상담 실장님과 연락이 쉽지가 않네요 ㅠㅠ ... 문의할 내용들이 있어도 빠른 응대가 되지 않는거 같아 아쉬워요~
그리고 방문시 체중 측정하는건 입고 온 옷마다 무게가 다를 수 있으니(다이어트 수치로 점수를 받는 부분이 있으니 몇백그램 차이도 크다 생각합니다.) 가운으로 입은 다음 이루어지면(같은 복장이니 일정하니까요) 더 좋을것 같습니다.
",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2754,2021.4.22 0:00,"김대겸 원장님 친절보다는 스윗한 말투셔서 좋았어요. 다만 딱 하나 아쉬웠던건 원장님께는 제가 수많은 환자 중 한명이고 제 수술시간이 1시간 이상 딜레이될 만큼 앞 수술이 힘드셨을 수도 있지만^^;; 
제가 전신 대용량 수술이고(앞으로 2번 더 남음 견적 2400)
다른 병원은 상담조차 받아본 적 없고
초음파검사 할때 만난 원장님은 질문하려고 핸드폰 꺼내니 \""질문이 엄청 많은가보내요?\"" 하시고... (하나 질문드림)
작은 수술이 아닌데 딱히 원장님들과 상담을 못한 상태에서 첫 수술이다보니 질문이 많을 수 밖에 없었어요.

약 종류 질문에는 여쭤보러 리스트 뽑아간 종이 쓱 보시고 약 처방 다 해줄테니 그런거 사지마라 해주셔서 쿨하셨는데... 제 마지막 질문이 문제였을가요~~;; 건식 족욕기 수술 첫날부터 써도 되나요? 질문에는 결국 한숨이 터지시더라고요.. \""하.... 다 쓰세요 그냥\"" 

원장님들 그냥 병원에서 주는 약만 먹고 병원에서 하라는 것만 하면되지 라는 생각이시겄지만 환자 입장에서는 걱정도 많고 남들이 이거 좋더라 하면 솔깃하기도 하고.. 특히 저  같이 회복기를 넉넉히 잡지 못하는 사람들은 더 좋다더라에 혹 한답니다.

수술일에 질의응답이 힘들다면 수술전 내원해라라고 안내주시면 그랬을텐데 그런 안내도 없었던 지라 조금 서운했어요^^;;

주절주절 글이 길었네요. 이글을 안보실수도 있지만 95% 감사한마음인데도 5% 서운한 마음에 땡깡부려봤어요.",불만,고객만족도조사(설문),"응대 태도(불친절, 무관심등)",직원
2755,2021.4.22 0:00,위에 평가 남겨놨어요 ,불만,성공기(온),"시술 후 결과 불만족,요요",시술
2756,2021.4.22 0:00,"저번 실장님이 더 친절하셨던것 같아요~ ;;
오늘은 크게 만족 스럽지 않네요ㅜㅜㅜㅜ",불만,고객만족도조사(설문),"상담 불만(내용부족, 강요등)",직원
2757,2021.4.22 0:00,"오늘도  잘받고왔습��다 
주차하기불편 많이 한점이 제일 기억에 남네요 
병원내에서
친절하셔서  불편은 전혀없습니다",불만,고객만족도조사(설문),"주차 불편,불만",시설
2758,2021.4.22 0:00,예약 시간에 방문하면 그 시간에 맞춰 상담 및 진료가 가능하면 좋을 것 같습니다:),불만,고객만족도조사(설문),"대기 불만(대기시간, 대기공간 등)",대기
